ID,true_data,pre_data
70,18.6760005951,22.5407047272
71,19.3199996948,22.6438846588
72,18.5149993896,22.7377262115
73,17.7910003662,22.8409519196
74,17.2269992828,22.9348621368
75,17.4689998627,23.0382404327
76,17.0659999847,23.1322193146
77,16.6630001068,23.2354202271
78,15.6979999542,23.3385944366
79,15.2950000763,23.4322109222
80,15.5360002518,23.5349617004
81,15.6169996262,23.6283378601
82,16.422000885,23.7308731079
83,17.3880004883,23.8239116669
84,17.6289997101,23.9263000488
85,18.7569999695,24.0194683075
86,20.0450000763,24.1218833923
87,21.3330001831,24.2149944305
88,21.5739994049,24.3174152374
89,22.218000412,24.410528183
90,25.2770004272,24.5129508972
91,28.3360004425,24.6060600281
92,30.6700000763,24.7082653046
93,31.7980003357,24.8007335663
94,32.361000061,24.9023914337
95,32.84400177,24.9948101044
96,32.6030006409,25.0964756012
97,32.6030006409,25.1982135773
98,32.9239997864,25.290681839
99,34.0509986877,25.3923931122
100,34.3740005493,25.4847450256
101,33.6489982605,25.5859909058
102,35.1790008545,25.6778106689
103,36.063999176,25.7785396576
104,35.7420005798,25.8698329926
105,33.8100013733,25.9703159332
106,26.5650005341,26.0617923737
107,24.4720001221,26.1624126434
108,24.1499996185,26.2538890839
109,24.875,26.3545036316
110,26.0820007324,26.4459819794
111,28.1749992371,26.5466003418
112,28.9799995422,26.6380958557
113,30.3479995728,26.738740921
114,30.9930000305,26.8299732208
115,30.9120006561,26.9300346375
116,31.0729999542,27.0300979614
117,29.8649997711,27.121049881
118,30.4290008545,27.2210216522
119,30.5100002289,27.3118858337
120,31.0729999542,27.4118785858
121,30.5100002289,27.5028553009
122,32.1189994812,27.6029319763
123,31.2339992523,27.6938934326
124,30.9120006561,27.7939510345
125,30.9120006561,27.8849105835
126,32.0390014648,27.9849700928
127,30.267999649,28.0759410858
128,30.0259990692,28.1760730743
129,29.4629993439,28.26704216
130,26.2430000305,28.3670558929
131,25.5990009308,28.4579811096
132,26.6459999084,28.5579967499
133,27.2889995575,28.6488666534
134,26.4039993286,28.7488117218
135,27.1280002594,28.8487644196
136,28.5769996643,28.939863205
137,28.4969997406,29.0402011871
138,28.8190002441,29.1314220428
139,28.8990001678,29.2317562103
140,28.9799995422,29.3230190277
141,27.8530006409,29.4234466553
142,27.3700008392,29.5147399902
143,26.5650005341,29.6151676178
144,25.6800003052,29.7064647675
145,24.311000824,29.8067741394
146,23.263999939,29.8978500366
147,23.263999939,29.9980220795
148,21.8159999847,30.089094162
149,20.4470005035,30.1892681122
150,18.9979991913,30.28033638
151,20.6879997253,30.3804798126
152,20.6879997253,30.4714775085
153,21.0100002289,30.5715656281
154,20.9300003052,21.228345871
155,19.8829994202,21.3324375153
156,20.0450000763,21.4271068573
157,19.1590003967,21.5311908722
158,19.3999996185,21.6257991791
159,18.5149993896,21.7298641205
160,19.4810009003,21.8244972229
161,18.9169998169,21.9284725189
162,19.1590003967,22.0228347778
163,18.8369998932,22.1267738342
164,18.3540000916,22.2212543488
165,17.8710002899,22.3251686096
166,18.2740001678,22.4195671082
167,18.8369998932,22.5233211517
168,17.3880004883,22.6176319122
169,16.7439994812,22.7214336395
170,17.0659999847,22.8158435822
171,16.986000061,22.9196548462
172,16.6630001068,23.0139369965
173,16.1809997559,23.1173400879
174,16.8239994049,23.2203960419
175,16.3409996033,23.3140926361
176,17.2269992828,23.417175293
177,16.6630001068,23.5105762482
178,17.7099990845,23.6132640839
179,17.5489997864,23.7064037323
180,18.7569999695,23.8087768555
181,19.2399997711,23.9018211365
182,20.0450000763,24.0041713715
183,20.125,24.0972385406
184,20.2859992981,24.1996326447
185,20.6079998016,24.292596817
186,23.5869998932,24.3947238922
187,26.6459999084,24.487033844
188,27.2889995575,24.5886230469
189,28.658000946,24.6808891296
190,29.1410007477,24.7822437286
191,29.7049999237,24.8742980957
192,30.107000351,24.975320816
193,30.5900001526,25.0760555267
194,30.4290008545,25.1676387787
195,31.313999176,25.268404007
196,32.2000007629,25.3598976135
197,31.7980003357,25.4603786469
198,33.4879989624,25.5516262054
199,33.3269996643,25.651758194
200,33.1660003662,25.7425918579
201,31.5559997559,25.8425102234
202,25.2770004272,25.9333000183
203,22.5400009155,26.0330848694
204,22.6210002899,26.123796463
205,23.4249992371,26.2233982086
206,23.0230007172,26.3137054443
207,25.1959991455,26.4129638672
208,26.4039993286,26.5032901764
209,28.1749992371,26.6026496887
210,28.658000946,26.6929798126
211,28.2549991608,26.7923870087
212,29.1410007477,26.8920173645
213,28.4169998169,26.982591629
214,28.5769996643,27.082452774
215,28.013999939,27.17329216
216,28.4169998169,27.2732067108
217,27.8530006409,27.3640441895
218,28.658000946,27.4639892578
219,28.9799995422,27.5548496246
220,29.7849998474,27.6547889709
221,29.3819999695,27.7456493378
222,29.2220001221,27.8455905914
223,29.0599994659,27.9365139008
224,29.3020000458,28.0365314484
225,28.4969997406,28.1274623871
226,26.0009994507,28.2274799347
227,24.7940006256,28.3184089661
228,25.5990009308,28.4184398651
229,24.3920001984,28.5094547272
230,23.7469997406,28.609577179
231,24.311000824,28.7098445892
232,25.0349998474,28.8010845184
233,25.2770004272,28.9013462067
234,26.3229999542,28.9924983978
235,26.0009994507,29.0928611755
236,26.4039993286,29.1841030121
237,25.3579998016,29.2844562531
238,24.7129993439,29.3756446838
239,23.827999115,29.4759235382
240,22.8619995117,29.5670375824
241,21.8159999847,29.6672611237
242,21.2520008087,29.7583751678
243,20.6079998016,29.8586025238
244,19.8829994202,29.9497127533
245,18.8369998932,30.0499324799
246,17.7910003662,30.1410884857
247,18.2740001678,30.2414646149
248,19.6420001984,30.3326778412
249,19.5620002747,30.4329490662
250,19.1590003967,20.6660404205
251,19.3999996185,20.7719802856
252,18.4340000153,20.8681774139
253,18.4340000153,20.9740142822
254,18.5149993896,21.0700550079
255,18.2740001678,21.1757240295
256,17.3880004883,21.2718219757
257,17.1459999084,21.3775615692
258,16.7439994812,21.4736785889
259,16.6630001068,21.5793895721
260,17.0659999847,21.6754360199
261,17.3069992065,21.7810897827
262,18.1119995117,21.8771381378
263,17.4689998627,21.9828472137
264,17.0659999847,22.0789813995
265,16.1809997559,22.1847400665
266,16.422000885,22.2808361053
267,14.8120002747,22.3865432739
268,15.4560003281,22.4826412201
269,14.9729995728,22.5883483887
270,15.4560003281,22.6940536499
271,15.1339998245,22.7901515961
272,15.6169996262,22.8958568573
273,15.7779998779,22.9919548035
274,15.6979999542,23.0976543427
275,17.4689998627,23.1937408447
276,18.3540000916,23.2994365692
277,20.2049999237,23.3955249786
278,20.6079998016,23.5012626648
279,20.3659992218,23.5974292755
280,20.6879997253,23.7032108307
281,21.3330001831,23.7993755341
282,25.4379997253,23.9051570892
283,29.1410007477,24.0013217926
284,29.7849998474,24.107000351
285,31.8780002594,24.2030467987
286,33.1660003662,24.3087024689
287,32.84400177,24.4047393799
288,32.9239997864,24.5103702545
289,34.7760009766,24.615978241
290,34.5349998474,24.7119808197
291,36.1450004578,24.8175792694
292,36.3860015869,24.9135532379
293,37.0299987793,25.0190143585
294,37.2709999084,25.114824295
295,38.1570014954,25.2201824188
296,39.4449996948,25.3158969879
297,36.6269989014,25.4208545685
298,29.7849998474,25.5157260895
299,26.7259998322,25.6195850372
300,26.7259998322,25.7140026093
301,28.3360004425,25.8172740936
302,28.5769996643,25.9106655121
303,31.6359996796,26.0128974915
304,32.2000007629,26.1049594879
305,32.763999939,26.2058086395
306,34.9370002747,26.2969799042
307,34.4539985657,26.3972225189
308,34.0509986877,26.4974346161
309,34.0509986877,26.5885334015
310,34.0509986877,26.6887264252
311,33.6489982605,26.7796115875
312,33.9710006714,26.8795795441
313,34.0509986877,26.9704647064
314,34.3740005493,27.0705299377
315,35.4199981689,27.1615009308
316,34.9370002747,27.2615737915
317,35.016998291,27.3525600433
318,35.5,27.4526500702
319,34.6150016785,27.5436401367
320,34.5349998474,27.6437015533
321,33.408000946,27.7346553802
322,31.4759998322,27.8346767426
323,30.8309993744,27.9255981445
324,30.5100002289,28.0255870819
325,30.9120006561,28.1164169312
326,30.4290008545,28.2163143158
327,28.9799995422,28.3162097931
328,30.3479995728,28.4070243835
329,29.0599994659,28.5069179535
330,29.9459991455,28.5977210999
331,29.7049999237,28.6975898743
332,29.7849998474,28.7883796692
333,28.7390003204,28.8882408142
334,27.611000061,28.9790287018
335,27.611000061,29.0788936615
336,26.0009994507,29.169675827
337,25.3579998016,29.2695331573
338,24.9549999237,29.3603191376
339,23.5060005188,29.4601783752
340,21.4130001068,29.5509796143
341,21.2520008087,29.6508674622
342,20.125,29.7416706085
343,21.4130001068,29.841550827
344,20.7689990997,29.9323577881
345,23.0230007172,30.0322360992
346,22.3789997101,20.8224010468
347,21.6539993286,20.9279003143
348,21.2520008087,21.0236968994
349,21.4930000305,21.1290016174
350,21.7350006104,21.2248516083
351,21.4130001068,21.3303718567
352,20.6879997253,21.4263553619
353,20.4470005035,21.5319347382
354,20.6879997253,21.6279392242
355,20.2049999237,21.733587265
356,20.4470005035,21.8296318054
357,19.3199996948,21.9352779388
358,19.8829994202,22.031370163
359,18.9979991913,22.1370601654
360,19.079000473,22.2331352234
361,19.079000473,22.3388309479
362,19.079000473,22.4348888397
363,18.031999588,22.54047966
364,18.2740001678,22.6363773346
365,18.1930007935,22.7419071198
366,18.2740001678,22.8474369049
367,18.031999588,22.9433689117
368,18.4340000153,23.0489368439
369,17.9510002136,23.1449489594
370,19.079000473,23.2505626678
371,19.8829994202,23.3465862274
372,19.8829994202,23.4522075653
373,21.4930000305,23.5481853485
374,21.8959999084,23.65376091
375,21.9759998322,23.7497406006
376,22.5400009155,23.8553180695
377,23.263999939,23.9513492584
378,25.5990009308,24.0568981171
379,28.9799995422,24.1527767181
380,30.9930000305,24.2581043243
381,32.2799987793,24.3538379669
382,32.9239997864,24.4591426849
383,33.5690002441,24.5547580719
384,34.2130012512,24.6598110199
385,33.7290000916,24.7647800446
386,34.6949996948,24.8601131439
387,34.6150016785,24.9649162292
388,34.6150016785,25.0601482391
389,34.6949996948,25.1649036407
390,34.5349998474,25.2598323822
391,35.1790008545,25.3640155792
392,35.0979995728,25.4584369659
393,33.4879989624,25.5615825653
394,26.8869991302,25.6551074982
395,24.9549999237,25.757856369
396,25.7600002289,25.8512134552
397,25.4379997253,25.9538135529
398,27.1280002594,26.0469226837
399,30.5900001526,26.1486301422
400,30.6700000763,26.2402229309
401,32.361000061,26.340845108
402,32.84400177,26.4322910309
403,33.0849990845,26.5328083038
404,31.3950004578,26.632982254
405,31.9580001831,26.7240161896
406,32.2000007629,26.8241386414
407,32.361000061,26.9151515961
408,32.2000007629,27.0152950287
409,32.2799987793,27.1063098907
410,33.3269996643,27.2063980103
411,33.7290000916,27.2973804474
412,32.763999939,27.3974285126
413,34.3740005493,27.4883861542
414,34.2130012512,27.5884437561
415,34.3740005493,27.6793956757
416,34.0509986877,27.7794361115
417,33.7290000916,27.870382309
418,30.5100002289,27.9704189301
419,30.0259990692,28.0613422394
420,29.5429992676,28.1613636017
421,29.6240005493,28.2523231506
422,28.4969997406,28.3523864746
423,28.8990001678,28.4524364471
424,28.8190002441,28.543390274
425,28.7390003204,28.6434345245
426,28.658000946,28.7343921661
427,28.5769996643,28.8344402313
428,28.2549991608,28.9253940582
429,28.1749992371,29.0254573822
430,27.2889995575,29.1164150238
431,26.968000412,29.2164745331
432,25.5990009308,29.3074378967
433,24.7940006256,29.407497406
434,24.2299995422,29.4984550476
435,23.0230007172,29.5985240936
436,21.8159999847,29.6894931793
437,20.8500003815,29.789560318
438,21.0909996033,29.880525589
439,21.9759998322,29.9805927277
440,22.7010002136,30.0715618134
441,22.7010002136,30.1716365814
442,22.6210002899,20.5236759186
443,21.9759998322,20.6287555695
444,21.7350006104,20.7242393494
445,21.170999527,20.829334259
446,21.7350006104,20.9248752594
447,22.2989997864,21.0300006866
448,22.2989997864,21.1256141663
449,21.5739994049,21.230890274
450,20.3659992218,21.3266201019
451,20.2049999237,21.4321613312
452,20.3659992218,21.5282020569
453,19.9640007019,21.633852005
454,18.9169998169,21.7299518585
455,19.3199996948,21.8356189728
456,18.2740001678,21.9314517975
457,17.6289997101,22.0368309021
458,18.1930007935,22.1326732635
459,18.4340000153,22.2381343842
460,18.6760005951,22.3340053558
461,18.5949993134,22.4394607544
462,18.3540000916,22.5449008942
463,17.6289997101,22.6407489777
464,19.2399997711,22.7461223602
465,18.9979991913,22.8418998718
466,17.9510002136,22.9472255707
467,19.6420001984,23.0431747437
468,19.8029994965,23.148771286
469,21.9759998322,23.2447719574
470,22.9419994354,23.350358963
471,22.4589996338,23.4463348389
472,22.9419994354,23.5519046783
473,24.0690002441,23.6477832794
474,25.920999527,23.7530269623
475,28.5769996643,23.8485355377
476,30.5100002289,23.9535617828
477,32.2000007629,24.0489349365
478,31.716999054,24.1536579132
479,33.2459983826,24.2488746643
480,33.9710006714,24.3536090851
481,34.2130012512,24.458322525
482,34.2130012512,24.5535144806
483,34.8559989929,24.6582279205
484,34.9370002747,24.7533054352
485,35.0979995728,24.8577289581
486,36.4659996033,24.9517993927
487,37.5929985046,25.0548610687
488,37.5130004883,25.1485385895
489,33.2459983826,25.2515945435
490,26.4839992523,25.3452701569
491,23.5869998932,25.4481372833
492,24.5520000458,25.5415859222
493,25.6800003052,25.6442775726
494,26.0009994507,25.7376232147
495,28.3360004425,25.8399562836
496,30.107000351,25.9329090118
497,30.6700000763,26.0349655151
498,31.8780002594,26.1274433136
499,32.5219993591,26.2290420532
500,31.5559997559,26.3305797577
501,31.313999176,26.4229106903
502,32.0390014648,26.5245609283
503,32.5219993591,26.6169891357
504,32.2799987793,26.7186069489
505,32.0390014648,26.8108959198
506,31.7980003357,26.9121990204
507,31.9580001831,27.0042610168
508,31.3950004578,27.1054763794
509,31.6359996796,27.1974868774
510,31.1529998779,27.2986602783
511,30.9930000305,27.390619278
512,31.0729999542,27.4917755127
513,29.8649997711,27.5837345123
514,27.2089996338,27.684835434
515,27.4510002136,27.7766819
516,26.6459999084,27.8775615692
517,26.6459999084,27.9692668915
518,26.0009994507,28.0701084137
519,27.2889995575,28.1708641052
520,27.9340000153,28.2624034882
521,28.2549991608,28.3630771637
522,28.9799995422,28.4545764923
523,29.2220001221,28.5551319122
524,29.4629993439,28.6464710236
525,29.3020000458,28.7468624115
526,28.0939998627,28.8381214142
527,28.2549991608,28.9384994507
528,27.3700008392,29.029750824
529,25.517999649,29.1301250458
530,25.1959991455,29.2213802338
531,23.9090003967,29.3217563629
532,21.8959999084,29.4130001068
533,20.4470005035,29.5133266449
534,21.2520008087,29.6045055389
535,21.5739994049,29.7047996521
536,21.4930000305,29.7959651947
537,22.1369991302,29.896188736
538,22.5400009155,20.248003006
539,21.3330001831,20.3529605865
540,21.5739994049,20.4482250214
541,21.4930000305,20.55311203
542,20.6079998016,20.6483669281
543,22.3789997101,20.7531414032
544,21.8159999847,20.8484096527
545,20.8500003815,20.953207016
546,21.0909996033,21.0485019684
547,21.170999527,21.1534252167
548,21.3330001831,21.2488613129
549,20.2049999237,21.3538265228
550,19.2399997711,21.4492092133
551,19.3999996185,21.5538959503
552,19.5620002747,21.6490707397
553,18.9169998169,21.7537994385
554,18.5949993134,21.849029541
555,18.5149993896,21.9538021088
556,18.5949993134,22.0490474701
557,18.1119995117,22.1538944244
558,18.9169998169,22.258846283
559,17.8710002899,22.3542366028
560,18.3540000916,22.4592075348
561,18.3540000916,22.554479599
562,18.1930007935,22.659280777
563,18.9979991913,22.7545318604
564,19.5620002747,22.8592720032
565,20.6079998016,22.954492569
566,21.3330001831,23.0592365265
567,21.0909996033,23.154384613
568,21.2520008087,23.259016037
569,23.0230007172,23.3542041779
570,25.2770004272,23.4590930939
571,28.5769996643,23.5544490814
572,30.7509994507,23.6593418121
573,33.0849990845,23.7546977997
574,32.9239997864,23.8595848083
575,33.8100013733,23.9550189972
576,33.6489982605,24.0599937439
577,34.3740005493,24.1649646759
578,34.2929992676,24.2604007721
579,35.1790008545,24.3653774261
580,35.9840011597,24.4608078003
581,34.6150016785,24.5657844543
582,36.1450004578,24.6612167358
583,37.0299987793,24.7661914825
584,36.7879981995,24.861661911
